;Class;Order;Family
denovo93527;Sphingobacteriia;Sphingobacteriales;NS11-12 marine group
denovo60856;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo61445;Chloroplast;0;0
denovo83489;Chloroplast;0;0
denovo96955;Chloroplast;uncultured bacterium;0
denovo93222;Cyanobacteria;SubsectionI;FamilyI
denovo76807;Cyanobacteria;SubsectionI;FamilyI
denovo98712;Bacilli;Bacillales;Planococcaceae
denovo77462;Clostridia;Halanaerobiales;ODP1230B8.23
denovo60849;uncultured bacterium;0;0
denovo83456;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo83804;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo979;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo59644;Betaproteobacteria;Burkholderiales;Oxalobacteraceae
denovo59002;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae
denovo8399;Gammaproteobacteria;Xanthomonadales;Xanthomonadales Incertae Sedis
denovo96060;Spirochaetes;Spirochaetales;Leptospiraceae
denovo58747;S-BQ2-57 soil group;0;0
denovo77269;Spartobacteria;Chthoniobacterales;Chthoniobacterales Incertae Sedis
denovo78233;Spartobacteria;Chthoniobacterales;Chthoniobacterales Incertae Sedis
denovo90035;Actinobacteria;Frankiales;Sporichthyaceae
denovo78905;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo97983;Cyanobacteria;SubsectionI;FamilyI
denovo92577;Cyanobacteria;SubsectionI;FamilyI
denovo96081;Cyanobacteria;SubsectionIII;FamilyI
denovo80635;Elusimicrobia;Lineage IV;0
denovo78362;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo96689;Betaproteobacteria;Burkholderiales;Burkholderiaceae
denovo92209;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo84253;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae
denovo6062;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo77953;Melainabacteria;Gastranaerophilales;uncultured bacterium
denovo83488;Deltaproteobacteria;Myxococcales;bacteriap25
denovo92277;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae
denovo90292;uncultured bacterium;0;0
denovo6123;Bacteroidetes vadinHA17;uncultured bacterium;0
denovo99987;Chloroplast;0;0
denovo93644;0;0;0
denovo83658;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo60571;Actinobacteria;Micrococcales;Microbacteriaceae
denovo91987;Cytophagia;Cytophagales;Cyclobacteriaceae
denovo99909;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo79127;Chloroplast;0;0
denovo98832;Cyanobacteria;SubsectionI;FamilyI
denovo95854;Bacilli;Bacillales;Paenibacillaceae
denovo96443;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae
denovo95053;uncultured bacterium;0;0
denovo96832;Betaproteobacteria;Burkholderiales;Burkholderiaceae
denovo99396;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae
denovo84038;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured bacterium
denovo90789;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae
denovo89582;Actinobacteria;Frankiales;Sporichthyaceae
denovo61089;Actinobacteria;Frankiales;Sporichthyaceae
denovo93587;Actinobacteria;Micrococcales;Microbacteriaceae
denovo57854;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo86268;Anaerolineae;Anaerolineales;Anaerolineaceae
denovo83861;Betaproteobacteria;Methylophilales;Methylophilaceae
denovo96970;Betaproteobacteria;Methylophilales;Methylophilaceae
denovo92634;Gammaproteobacteria;Methylococcales;Methylococcaceae
denovo9870;uncultured bacterium;0;0
denovo78911;Opitutae;Opitutae vadinHA64;uncultured bacterium
denovo98623;Holophagae;Holophagae Incertae Sedis;Unknown Family
denovo57020;Sphingobacteriia;Sphingobacteriales;0
denovo60559;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo94625;uncultured bacterium;0;0
denovo57923;Actinobacteria;Frankiales;Sporichthyaceae
denovo57675;uncultured organism;0;0
denovo86639;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo99510;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo85353;Actinobacteria;Frankiales;Sporichthyaceae
denovo57899;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo61387;0;0;0
denovo79950;Actinobacteria;Micrococcales;Microbacteriaceae
denovo57561;uncultured bacterium;0;0
denovo92922;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo80150;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo97019;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo90395;Opitutae;Opitutales;Opitutaceae
denovo84745;Subgroup 22;uncultured bacterium;0
denovo80499;Actinobacteria;Frankiales;Sporichthyaceae
denovo83262;Sphingobacteriia;Sphingobacteriales;NS11-12 marine group
denovo92399;Candidatus Moranbacteria;Candidatus Moranbacteria bacterium GW2011;15
denovo76584;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo93064;Mollicutes;Mollicutes RF9;0
denovo94416;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae
denovo7857;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo57915;Bacteroidia;Bacteroidia Incertae Sedis;Draconibacteriaceae
denovo86841;Chloroplast;uncultured cyanobacterium;0
denovo8656;Alphaproteobacteria;Rickettsiales;Rickettsiales Incertae Sedis
denovo85373;Opitutae;Opitutae vadinHA64;uncultured Verrucomicrobium sp.
denovo97909;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo60095;Actinobacteria;Frankiales;Sporichthyaceae
denovo86041;Cyanobacteria;SubsectionI;FamilyI
denovo95773;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae
denovo57256;Actinobacteria;Frankiales;Sporichthyaceae
denovo82845;Actinobacteria;Micrococcales;Microbacteriaceae
denovo85615;Chloroplast;0;0
denovo83787;Actinobacteria;Frankiales;Sporichthyaceae
denovo82534;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo59395;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae
denovo83924;Sphingobacteriia;Sphingobacteriales;NS11-12 marine group
denovo89950;Betaproteobacteria;Burkholderiales;Oxalobacteraceae
denovo8098;Planctomycetacia;Planctomycetales;Planctomycetaceae
denovo8523;Actinobacteria;Frankiales;Sporichthyaceae
denovo77817;Cytophagia;Cytophagales;Cyclobacteriaceae
denovo95551;Actinobacteria;Micrococcales;Microbacteriaceae
denovo93436;Betaproteobacteria;Methylophilales;Methylophilaceae
denovo80560;Anaerolineae;Anaerolineales;Anaerolineaceae
denovo79674;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo57113;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo94975;Cytophagia;Cytophagales;Cyclobacteriaceae
denovo82613;Cytophagia;Cytophagales;Cytophagaceae
denovo102699;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo10921;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo101733;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo102983;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo104555;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo108789;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo106720;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo101920;Betaproteobacteria;Burkholderiales;Oxalobacteraceae
denovo102165;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae
denovo109414;Gammaproteobacteria;Alteromonadales;Idiomarinaceae
denovo103887;Gammaproteobacteria;Run-SP154;uncultured bacterium
denovo100982;Betaproteobacteria;0;0
denovo108940;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo10323;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo109531;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo104144;Betaproteobacteria;Burkholderiales;Oxalobacteraceae
denovo101254;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
denovo106206;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured bacterium
denovo105709;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family
denovo100040;Gammaproteobacteria;Xanthomonadales;Xanthomonadales Incertae Sedis
denovo107523;Gammaproteobacteria;Xanthomonadales;Xanthomonadales Incertae Sedis
denovo102421;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae
denovo108470;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo101839;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo108061;Gammaproteobacteria;Xanthomonadales;uncultured
denovo10007;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo102071;Gammaproteobacteria;Thiotrichales;Thiotrichaceae
denovo103871;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
denovo101540;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae
denovo109614;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured bacterium
denovo105121;Gammaproteobacteria;Xanthomonadales;uncultured
denovo101480;Gammaproteobacteria;Xanthomonadales;Xanthomonadales Incertae Sedis
denovo100771;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo109268;Betaproteobacteria;Methylophilales;Methylophilaceae
denovo104666;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae
denovo8800;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
denovo87540;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo87199;Flavobacteriia;Flavobacteriales;NS9 marine group
denovo141275;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo142440;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo8803;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo142453;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo89392;Chloroplast;0;0
denovo88943;Cyanobacteria;SubsectionI;FamilyI
denovo8902;Cyanobacteria;SubsectionI;FamilyI
denovo143917;Cyanobacteria;SubsectionIII;FamilyI
denovo89183;Cyanobacteria;SubsectionIII;FamilyI
denovo142724;Negativicutes;Selenomonadales;Veillonellaceae
denovo87190;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo88778;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo141267;Betaproteobacteria;Burkholderiales;Burkholderiaceae
denovo142295;Betaproteobacteria;Burkholderiales;Burkholderiaceae
denovo141946;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo89179;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo87411;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo143447;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo89288;Betaproteobacteria;Burkholderiales;Oxalobacteraceae
denovo143479;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
denovo143199;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae
denovo143166;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae
denovo14256;Actinobacteria;Micrococcales;Microbacteriaceae
denovo143132;Cytophagia;Cytophagales;Cyclobacteriaceae
denovo88238;Cyanobacteria;SubsectionI;FamilyI
denovo87563;Betaproteobacteria;Burkholderiales;Burkholderiaceae
denovo143866;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo143347;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo143964;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae
denovo141677;Gammaproteobacteria;Xanthomonadales;uncultured
denovo142490;Gammaproteobacteria;Xanthomonadales;Xanthomonadales Incertae Sedis
denovo140729;0;0;0
denovo8918;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo142631;Spartobacteria;Chthoniobacterales;Chthoniobacterales Incertae Sedis
denovo140973;Cytophagia;Cytophagales;Cytophagaceae
denovo89508;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae
denovo8896;Opitutae;Opitutae vadinHA64;uncultured bacterium
denovo87143;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo89358;Gammaproteobacteria;Xanthomonadales;Xanthomonadales Incertae Sedis
denovo87604;Chlorobia;Chlorobiales;OPB56
denovo141483;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo142655;Cyanobacteria;SubsectionIII;FamilyI
denovo142751;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo143224;Spirochaetes;Spirochaetales;Spirochaetaceae
denovo140986;Cytophagia;Cytophagales;Cytophagaceae
denovo142356;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo88181;Anaerolineae;Anaerolineales;Anaerolineaceae
denovo14183;Chloroplast;0;0
denovo89202;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo140952;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae
denovo89408;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae
denovo87666;Cytophagia;Cytophagales;Cyclobacteriaceae
denovo88433;Gammaproteobacteria;HTA4;uncultured soil bacterium
denovo87369;Chloroplast;0;0
denovo89353;Bacteroidia;Bacteroidia Incertae Sedis;Draconibacteriaceae
denovo87919;Bacteroidia;Bacteroidales;Rikenellaceae
denovo8869;Betaproteobacteria;Methylophilales;Methylophilaceae
denovo143227;Subgroup 6;uncultured bacterium;0
denovo89259;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family
denovo143366;Clostridia;Clostridiales;Ruminococcaceae
denovo140706;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo142593;Actinobacteria;Micrococcales;Microbacteriaceae
denovo14377;Dehalococcoidia;GIF3;uncultured bacterium
denovo141741;Betaproteobacteria;Burkholderiales;Burkholderiaceae
denovo141779;Bacteroidetes vadinHA17;uncultured bacterium;0
denovo14308;Actinobacteria;Micrococcales;Microbacteriaceae
denovo88746;Gammaproteobacteria;uncultured;uncultured bacterium
denovo141969;Chloroplast;0;0
denovo141801;Actinobacteria;Micrococcales;Microbacteriaceae
denovo88591;Anaerolineae;Anaerolineales;Anaerolineaceae
denovo14409;Cytophagia;Cytophagales;Cyclobacteriaceae
denovo143116;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo141635;Candidatus Azambacteria;uncultured bacterium;0
denovo88714;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae
denovo109206;Spartobacteria;Chthoniobacterales;DA101 soil group
denovo100008;Opitutae;Opitutae vadinHA64;uncultured bacterium
denovo109116;Spartobacteria;Chthoniobacterales;Chthoniobacteraceae
denovo106582;Verrucomicrobia Incertae Sedis;Unknown Order;Unknown Family
denovo101661;Opitutae;Opitutae vadinHA64;uncultured bacterium
denovo102745;OPB35 soil group;uncultured bacterium;0
denovo107684;Opitutae;Opitutae vadinHA64;uncultured bacterium
denovo108049;OPB35 soil group;uncultured bacterium;0
denovo101259;Spartobacteria;Chthoniobacterales;DA101 soil group
denovo14753;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
denovo147770;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
denovo150572;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
denovo147711;Actinobacteria;Micrococcales;Microbacteriaceae
denovo147185;Actinobacteria;PeM15;uncultured bacterium
denovo147251;Bacteroidia;Bacteroidales;Bacteroidaceae
denovo149612;Bacteroidia;Bacteroidales;Porphyromonadaceae
denovo145069;Bacteroidia;Bacteroidia Incertae Sedis;Draconibacteriaceae
denovo145087;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo148226;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo145560;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
denovo147480;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo14866;Sphingobacteriia;Sphingobacteriales;NS11-12 marine group
denovo147934;Sphingobacteriia;Sphingobacteriales;NS11-12 marine group
denovo146925;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo148205;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo145871;Cyanobacteria;SubsectionI;FamilyI
denovo145092;Cyanobacteria;SubsectionI;FamilyI
denovo150636;Cyanobacteria;SubsectionIII;FamilyI
denovo149167;Chitinivibrionia;uncultured bacterium;0
denovo14912;Clostridia;Clostridiales;Ruminococcaceae
denovo146695;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo146455;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo148664;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
denovo150578;Deltaproteobacteria;Bradymonadales;uncultured delta proteobacterium
denovo149267;Deltaproteobacteria;Myxococcales;Phaselicystidaceae
denovo146717;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured delta proteobacterium
denovo149171;Spartobacteria;Chthoniobacterales;DA101 soil group
denovo148197;uncultured bacterium;0;0
denovo14738;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo149341;Flavobacteriia;Flavobacteriales;NS9 marine group
denovo146365;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo150566;Cyanobacteria;SubsectionI;FamilyI
denovo14718;Cyanobacteria;SubsectionI;FamilyI
denovo145494;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo150705;Betaproteobacteria;Burkholderiales;Burkholderiaceae
denovo147058;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo145758;Gammaproteobacteria;Legionellales;Coxiellaceae
denovo14911;Chloroplast;0;0
denovo145178;Cyanobacteria;SubsectionI;FamilyI
denovo150282;Cyanobacteria;SubsectionI;FamilyI
denovo149580;Planctomycetacia;Planctomycetales;Planctomycetaceae
denovo147200;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
denovo148217;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo147588;Chloroplast;0;0
denovo145663;Anaerolineae;Anaerolineales;Anaerolineaceae
denovo149833;Thermomicrobia;JG30-KF-CM45;uncultured bacterium
denovo149277;Cyanobacteria;SubsectionI;FamilyI
denovo148645;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo148280;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured bacterium
denovo150119;OPB35 soil group;uncultured bacterium;0
denovo145251;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo150509;Cyanobacteria;SubsectionI;FamilyI
denovo145567;Cyanobacteria;SubsectionIII;FamilyI
denovo149031;Actinobacteria;Frankiales;Sporichthyaceae
denovo149159;Actinobacteria;Frankiales;Sporichthyaceae
denovo148453;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo145059;Betaproteobacteria;Burkholderiales;Burkholderiaceae
denovo146015;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo149474;Betaproteobacteria;B1-7BS;uncultured bacterium
denovo1460;Actinobacteria;Micrococcales;Microbacteriaceae
denovo145307;Spartobacteria;Chthoniobacterales;DA101 soil group
denovo150148;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo145155;Actinobacteria;Micrococcales;Microbacteriaceae
denovo14840;Cytophagia;Cytophagales;Cytophagaceae
denovo147437;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo147334;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo150090;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
denovo145719;Cyanobacteria;SubsectionIII;FamilyI
denovo14661;Gammaproteobacteria;Xanthomonadales;Nevskiaceae
denovo148867;Betaproteobacteria;Burkholderiales;Oxalobacteraceae
denovo146379;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo104127;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae
denovo47872;Blastocatellia;Blastocatellales;Blastocatellaceae (Subgroup 4)
denovo50789;Actinobacteria;Frankiales;Sporichthyaceae
denovo50007;Bacteroidia;Bacteroidales;Porphyromonadaceae
denovo5617;Cytophagia;Cytophagales;Cyclobacteriaceae
denovo51531;Cytophagia;Cytophagales;Cytophagaceae
denovo5492;Sphingobacteriia;Sphingobacteriales;NS11-12 marine group
denovo54821;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo5125;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo52075;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo52390;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo48018;Chlorobia;Chlorobiales;OPB56
denovo51722;Anaerolineae;Anaerolineales;Anaerolineaceae
denovo53018;Chloroplast;0;0
denovo49593;Cyanobacteria;SubsectionI;FamilyI
denovo48582;Cyanobacteria;SubsectionI;FamilyI
denovo53919;Cyanobacteria;SubsectionI;FamilyI
denovo54611;Cyanobacteria;SubsectionIII;FamilyI
denovo56609;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae
denovo52919;uncultured bacterium;0;0
denovo50742;Planctomycetacia;Planctomycetales;Planctomycetaceae
denovo49959;Betaproteobacteria;Burkholderiales;0
denovo53324;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo54336;Gammaproteobacteria;Cellvibrionales;Porticoccaceae
denovo53904;Gammaproteobacteria;Pseudomonadales;Moraxellaceae
denovo54699;Gammaproteobacteria;Xanthomonadales;0
denovo55743;Gammaproteobacteria;Xanthomonadales;Solimonadaceae
denovo56486;Gammaproteobacteria;Xanthomonadales;Xanthomonadales Incertae Sedis
denovo54415;OPB35 soil group;uncultured bacterium;0
denovo55296;OPB35 soil group;uncultured bacterium;0
denovo51432;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae
denovo50726;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae
denovo5199;Actinobacteria;Frankiales;Sporichthyaceae
denovo47463;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo55368;Sphingobacteriia;Sphingobacteriales;uncultured
