OUT,Phylum,Order,Class,Family,Species
denovo7384,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,MWH-UniP1 aquatic group
denovo137175,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,uncultured bacterium
denovo52213,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo24622,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Aquiluna
denovo152445,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans
denovo68507,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium
denovo70489,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,
denovo150321,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans
denovo116883,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga
denovo141908,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea
denovo123721,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo42231,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NS11-12 marine group,uncultured bacterium
denovo119212,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Aquiluna
denovo54176,Verrucomicrobia,Opitutae,Opitutae vadinHA64,uncultured bacterium,
denovo134343,Verrucomicrobia,OPB35 soil group,uncultured bacterium,,
denovo6412,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Dechloromonas
denovo88256,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Sediminibacterium
denovo33448,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola
denovo41715,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured
denovo18535,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenellaceae R-7 group
denovo93581,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Catellicoccus
denovo128855,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola
denovo66843,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo18974,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter
denovo41136,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola
denovo15650,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus
denovo1040,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,uncultured
denovo84191,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas
denovo115425,Proteobacteria,Betaproteobacteria,Betaproteobacteria Incertae Sedis,Unknown Family,Chitinivorax
denovo5877,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,
denovo80126,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola
denovo1829,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Alpinimonas
denovo98790,Acidobacteria,Subgroup 6,uncultured bacterium,,
denovo33080,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans
denovo48439,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Sediminibacterium
denovo38261,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
denovo54617,Verrucomicrobia,Spartobacteria,Chthoniobacterales,LD29,uncultured bacterium
denovo100473,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina
denovo47289,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo23180,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales Incertae Sedis,uncultured
denovo1870,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter
denovo138357,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Acetobacteroides
denovo110641,SR1 (Absconditabacteria),uncultured candidate division SR1 bacterium,,,
denovo2575,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,
denovo25081,Deferribacteres,Deferribacteres Incertae Sedis,Unknown Order,Unknown Family,Caldithrix
denovo96780,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,uncultured
denovo116261,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,uncultured
denovo69402,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo145454,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured
denovo112526,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7 clade
denovo52281,Parcubacteria,uncultured bacterium,,,
denovo66906,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Paucimonas
denovo130095,Fibrobacteres,Chitinivibrionia,Chitinivibrionales,Chitinivibrionaceae,possible genus 03
denovo94081,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Runella
denovo25431,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo140588,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma
denovo45057,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,MWH-UniP1 aquatic group
denovo9685,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo99588,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola
denovo30786,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade
denovo133815,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,
denovo25757,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas
denovo148535,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
denovo84731,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,uncultured
denovo20013,Verrucomicrobia,Opitutae,Opitutae vadinHA64,uncultured bacterium,
denovo98565,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera
denovo129250,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,OM60(NOR5) clade
denovo37112,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,uncultured
denovo128030,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans
denovo85790,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo105169,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo59527,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SS1-B-06-26,
denovo126428,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans
denovo62821,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Haliscomenobacter
denovo125150,Actinobacteria,Acidimicrobiia,Acidimicrobiales,uncultured,uncultured bacterium
denovo154866,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,CL500-29 marine group
denovo127675,Verrucomicrobia,OPB35 soil group,uncultured bacterium,,
denovo141330,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans
denovo129104,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,MWH-UniP1 aquatic group
denovo104368,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-014
denovo5159,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,Sandaracinus
denovo43968,Proteobacteria,Deltaproteobacteria,Myxococcales,,
denovo14345,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,Planktothricoides
denovo10892,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,NS10 marine group
denovo95551,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,
denovo72757,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus
denovo119210,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,MWH-UniP1 aquatic group
denovo15166,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo157208,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Lewinella
denovo133627,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7 clade
denovo46572,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga
denovo82845,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,
denovo114302,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,Planktothricoides
denovo125658,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,MWH-UniP1 aquatic group
denovo147351,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured
denovo144395,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo2505,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7 clade
denovo9039,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Microcystis
denovo93112,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
denovo20174,Saccharibacteria,uncultured bacterium,,,
denovo6183,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans
denovo147083,Verrucomicrobia,OPB35 soil group,uncultured bacterium,,
denovo25773,Proteobacteria,Gammaproteobacteria,Methylococcales,pLW-20,uncultured bacterium
denovo113121,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans
denovo19825,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter
denovo71438,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Fonticella
denovo54933,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NS11-12 marine group,uncultured bacterium
denovo160890,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Dinghuibacter
denovo96964,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,
denovo122088,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo116202,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
denovo130232,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
denovo886,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo84420,Bacteroidetes,Bacteroidetes BD2-2,uncultured bacterium,,
denovo52618,Verrucomicrobia,OPB35 soil group,uncultured bacterium,,
denovo2721,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Solimonadaceae,Fontimonas
denovo149476,Proteobacteria,Deltaproteobacteria,Bradymonadales,uncultured bacterium,
denovo129138,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,MWH-UniP1 aquatic group
denovo29164,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter
denovo41081,Cyanobacteria,Cyanobacteria,SubsectionIV,FamilyI,
denovo40309,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Microcystis
denovo7677,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo36084,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo22453,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo7762,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,uncultured
denovo130016,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Arcicella
denovo76797,Verrucomicrobia,OPB35 soil group,uncultured bacterium,,
denovo21070,Verrucomicrobia,OPB35 soil group,uncultured bacterium,,
denovo45715,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Aquimonas
denovo67981,Proteobacteria,Gammaproteobacteria,Xanthomonadales,uncultured,uncultured bacterium
denovo71642,Proteobacteria,Gammaproteobacteria,KI89A clade,,
denovo78671,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,
denovo86958,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured
denovo47773,Firmicutes,Bacilli,Bacillales,Planococcaceae,Chryseomicrobium
denovo35475,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo36714,Chlorobi,Chlorobia,Chlorobiales,OPB56,uncultured bacterium
denovo149295,Bacteroidetes,Flavobacteriia,Flavobacteriales,NS9 marine group,uncultured bacterium
denovo24757,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,BSV13
denovo24791,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade
denovo18241,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,
denovo42284,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans
denovo10995,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans
denovo83223,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter
denovo152145,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo103992,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Aquiluna
denovo132251,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade
denovo9870,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales Incertae Sedis,uncultured
denovo73103,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas
denovo32072,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Thauera
denovo12624,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,
denovo39634,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,MWH-UniP1 aquatic group
denovo78792,Gracilibacteria,uncultured bacterium,,,
denovo73758,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Pseudarcicella
denovo148423,Acidobacteria,Holophagae,Holophagales,Holophagaceae,uncultured
denovo135588,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacterales Incertae Sedis,Terrimicrobium
denovo160414,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter
denovo41460,Parcubacteria,uncultured bacterium,,,
denovo8881,Hydrogenedentes,uncultured bacterium,,,
denovo20715,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo64532,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo160202,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,CL500-29 marine group
denovo58507,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo124712,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
denovo100512,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,Planktothricoides
denovo134342,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,
denovo18124,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo117105,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Aquabacterium
denovo37614,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,uncultured
denovo91113,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Paludibacter
denovo133116,Proteobacteria,Gammaproteobacteria,Methylococcales,CABC2E06,uncultured bacterium
denovo67787,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
denovo4231,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,
denovo162957,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
denovo34026,Proteobacteria,Gammaproteobacteria,Xanthomonadales,uncultured,uncultured bacterium
denovo114553,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Vogesella
denovo40753,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,uncultured
denovo63960,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
denovo78212,Verrucomicrobia,Opitutae,Opitutae vadinHA64,uncultured bacterium,
denovo116092,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,
denovo101872,Proteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,uncultured delta proteobacterium
denovo87020,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,uncultured,uncultured marine bacterium
denovo21621,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo5296,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Sediminibacterium
denovo47839,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacterales Incertae Sedis,Terrimicrobium
denovo55533,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Pseudohongiella
denovo24060,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo39596,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
denovo10990,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo133820,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,KD3-93,uncultured bacterium
denovo8062,Verrucomicrobia,Opitutae,Opitutae vadinHA64,uncultured bacterium,
denovo25810,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
denovo156244,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
denovo111872,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured bacterium,
denovo116982,Proteobacteria,Deltaproteobacteria,Myxococcales,BIrii41,uncultured bacterium
denovo27606,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Candidatus Methylopumilus
denovo103979,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia
denovo114567,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,uncultured
denovo39477,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Blvii28 wastewater-sludge group
denovo50332,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter
denovo66569,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales Incertae Sedis,uncultured
denovo60182,Proteobacteria,Gammaproteobacteria,,,
denovo57,Proteobacteria,Deltaproteobacteria,Myxococcales,BIrii41,
denovo145848,Proteobacteria,Betaproteobacteria,SC-I-84,uncultured bacterium,
denovo68405,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
denovo107579,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,
denovo88700,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured
denovo99165,Parcubacteria,uncultured bacterium,,,
denovo140376,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,uncultured
denovo99436,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo122774,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo118062,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo9803,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
denovo148863,Chlorobi,Chlorobia,Chlorobiales,OPB56,uncultured bacterium
denovo32586,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,uncultured,
denovo53831,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo89965,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Phaeodactylibacter
denovo81723,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola
denovo149108,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Aquiluna
denovo132879,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade
denovo72575,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade
denovo36275,Verrucomicrobia,Spartobacteria,Chthoniobacterales,DA101 soil group,uncultured bacterium
denovo133139,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
denovo81202,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Roseateles
denovo120901,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo55846,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo102462,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo21099,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Haliscomenobacter
denovo18387,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,
denovo51322,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
denovo45123,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,CL500-29 marine group
denovo74070,Saccharibacteria,uncultured Candidatus Saccharibacteria bacterium,,,
denovo43451,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,uncultured
denovo8504,Proteobacteria,Gammaproteobacteria,,,
denovo16930,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured
denovo130407,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo73119,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo148667,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo100523,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo115031,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
